longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_encode,median_house_value,ocean_proximity
-122.41,37.78,52,1534,438,1520,614,1.4554,0,375000,NEAR BAY
-122.41,37.78,52,254,438,153,29,3.8625,0,350000,NEAR BAY
-122.41,37.77,52,361,438,168,55,3.2292,0,275000,NEAR BAY
-122.41,37.77,52,1963,438,1628,524,2.6083,0,193800,NEAR BAY
-122.4,37.78,32,352,438,313,105,2.5742,0,350000,NEAR BAY
-122.41,37.77,52,849,438,582,222,3.4671,0,250000,NEAR BAY
-122.41,37.78,52,1014,438,1055,382,1.8519,0,32500,NEAR BAY
-122.39,37.78,3,3464,438,1441,919,4.7105,0,275000,NEAR BAY
-122.39,37.78,5,1405,438,725,392,3.6037,0,187500,NEAR BAY
-122.39,37.79,52,94,438,113,27,4.6563,0,350000,NEAR BAY
-122.37,37.81,26,5416,438,4531,962,2.7909,0,250000,NEAR BAY
-122.4,37.78,52,464,438,286,148,1.6125,0,112500,NEAR BAY
-122.4,37.77,52,144,438,1061,68,4.3958,0,225000,NEAR BAY
-122.42,37.77,52,759,438,421,255,2.0548,0,162500,NEAR BAY
-122.42,37.77,52,1176,438,1136,436,1.375,0,312500,NEAR BAY
-122.42,37.76,37,1291,438,1846,557,1.3365,0,225000,NEAR BAY
-122.42,37.77,52,2185,438,1266,626,2.7794,0,350000,NEAR BAY
-122.42,37.77,52,4226,438,2619,1242,2.5755,0,325000,NEAR BAY
-122.42,37.76,52,3587,438,2259,979,2.5403,0,250000,NEAR BAY
-122.43,37.77,52,2714,438,1438,733,3.6031,0,275000,NEAR BAY
-122.43,37.76,52,1582,438,868,329,3.8261,0,250000,NEAR BAY
-122.43,37.76,52,2250,438,1051,562,2.8458,0,350000,NEAR BAY
-122.44,37.76,52,2959,438,1145,666,4.2222,0,361600,NEAR BAY
-122.44,37.76,30,5089,438,1935,1139,4.6053,0,386100,NEAR BAY
-122.44,37.75,28,4930,438,2232,1321,4.3232,0,316200,NEAR BAY
-122.44,37.76,35,1581,438,580,388,4.05,0,423100,NEAR BAY
-122.44,37.76,50,2589,438,945,544,5.2519,0,376600,NEAR BAY
-122.45,37.76,51,2564,438,810,442,5.6235,0,500001,NEAR BAY
-122.44,37.76,52,1968,438,784,430,3.3702,0,370000,NEAR BAY
-122.44,37.76,52,2110,438,816,438,3.9079,0,370000,NEAR BAY
-122.44,37.76,52,2509,438,855,478,5.0731,0,405400,NEAR BAY
-122.43,37.76,52,3771,438,1575,921,3.5655,0,427300,NEAR BAY
-122.43,37.76,52,2242,438,751,464,4.75,0,500001,NEAR BAY
-122.43,37.76,52,2356,438,909,481,4.2569,0,455400,NEAR BAY
-122.43,37.76,52,3708,438,1531,822,3.3565,0,386400,NEAR BAY
-122.42,37.76,52,4407,438,2280,1076,3.3937,0,270000,NEAR BAY
-122.42,37.76,52,4001,438,2129,1037,3.5052,0,391200,NEAR BAY
-122.42,37.76,52,2088,438,1082,488,2.6803,0,490000,NEAR BAY
-122.42,37.76,52,1190,438,1270,332,2.0329,0,225000,NEAR BAY
-122.42,37.76,52,2038,438,2007,596,2.5701,0,266700,NEAR BAY
-122.42,37.76,52,1494,438,1630,590,1.65,0,265000,NEAR BAY
-122.42,37.76,46,2150,438,2075,807,1.3824,0,212500,NEAR BAY
-122.42,37.75,52,1855,438,1715,614,2.1289,0,250000,NEAR BAY
-122.42,37.75,52,1207,438,1008,269,3.3816,0,262500,NEAR BAY
-122.42,37.75,52,801,438,639,259,2.1971,0,275000,NEAR BAY
-122.42,37.75,52,1609,438,1155,439,2.2328,0,250000,NEAR BAY
-122.42,37.75,52,1974,438,935,465,2.7173,0,300000,NEAR BAY
-122.42,37.75,52,2112,438,1227,513,3.5536,0,400000,NEAR BAY
-122.42,37.75,52,2708,438,1460,741,2.9052,0,400000,NEAR BAY
-122.42,37.75,52,1564,438,1162,374,3,0,275000,NEAR BAY
-122.43,37.75,52,2700,438,1181,575,3.575,0,396800,NEAR BAY
-122.43,37.75,52,1970,438,871,474,4.0625,0,355600,NEAR BAY
-122.43,37.75,52,2459,438,1012,475,4.0568,0,387900,NEAR BAY
-122.43,37.76,52,2332,438,861,406,4.4318,0,437500,NEAR BAY
-122.43,37.75,52,2285,438,839,456,4.7946,0,355600,NEAR BAY
-122.44,37.75,52,3114,438,1144,591,4,0,375000,NEAR BAY
-122.44,37.75,52,2082,438,801,411,4.2708,0,368900,NEAR BAY
-122.43,37.75,52,2721,438,1043,519,3.7545,0,383700,NEAR BAY
-122.44,37.75,46,1519,438,573,289,4.2667,0,338800,NEAR BAY
-122.44,37.75,52,1573,438,725,338,5.0505,0,380400,NEAR BAY
-122.43,37.75,52,1615,438,633,378,3.5114,0,347500,NEAR BAY
-122.43,37.75,52,3521,438,1415,687,4.875,0,362200,NEAR BAY
-122.43,37.75,52,2960,438,1191,589,3.95,0,347700,NEAR BAY
-122.42,37.75,52,2164,438,1122,469,3.2632,0,306000,NEAR BAY
-122.42,37.74,52,2713,438,1370,594,4.6547,0,325700,NEAR BAY
-122.42,37.74,52,1786,438,856,394,3.0833,0,328100,NEAR BAY
-122.43,37.74,52,2229,438,1079,472,5.0196,0,324300,NEAR BAY
-122.43,37.75,52,2155,438,962,490,3.775,0,325900,NEAR BAY
-122.43,37.75,40,4850,438,1824,952,5.0519,0,356100,NEAR BAY
-122.44,37.75,21,5457,438,2304,1180,4.5469,0,409700,NEAR BAY
-122.44,37.74,23,6291,438,2818,1198,4.2672,0,391900,NEAR BAY
-122.44,37.74,52,2074,438,909,394,4.8382,0,294900,NEAR BAY
-122.44,37.74,23,184,438,118,40,4.5375,0,350000,NEAR BAY
-122.43,37.74,52,3328,438,1260,614,4.7437,0,331000,NEAR BAY
-122.43,37.74,52,2637,438,1159,497,3.8846,0,333100,NEAR BAY
-122.43,37.74,52,1514,438,724,301,5.3292,0,300900,NEAR BAY
-122.43,37.73,52,1142,438,494,206,5.0602,0,298900,NEAR BAY
-122.43,37.73,52,1029,438,461,212,5.0782,0,310800,NEAR BAY
-122.38,37.76,52,248,438,124,51,1.4886,0,450000,NEAR BAY
-122.39,37.76,52,624,438,410,148,4.0042,0,208300,NEAR BAY
-122.39,37.76,52,157,438,88,27,3.675,0,162500,NEAR BAY
-122.39,37.76,52,1877,438,712,398,3.9722,0,290900,NEAR BAY
-122.39,37.76,52,2316,438,1047,476,4.5057,0,321600,NEAR BAY
-122.39,37.76,52,3390,438,1645,596,3.7051,0,253700,NEAR BAY
-122.4,37.75,44,6848,438,3269,1383,2.8679,0,243300,NEAR BAY
-122.4,37.76,52,4265,438,1555,836,4.119,0,298300,NEAR BAY
-122.4,37.76,52,1495,438,506,275,4.4375,0,320000,NEAR BAY
-122.4,37.76,52,1185,438,480,253,4.4074,0,277300,NEAR BAY
-122.41,37.76,52,1427,438,620,236,1.9944,0,262500,NEAR BAY
-122.4,37.76,52,1529,438,1347,348,2.9312,0,239100,NEAR BAY
-122.41,37.76,52,3452,438,2987,753,2.8135,0,260300,NEAR BAY
-122.41,37.76,52,2064,438,1726,466,3.4028,0,233300,NEAR BAY
-122.41,37.76,52,492,438,316,168,3.0865,0,225000,NEAR BAY
-122.41,37.76,52,351,438,308,75,2.6667,0,325000,NEAR BAY
-122.41,37.76,52,2479,438,1816,496,3.0774,0,300000,NEAR BAY
-122.41,37.76,52,2605,438,2071,611,3.2964,0,265000,NEAR BAY
-122.4,37.75,52,1182,438,1029,306,2.0577,0,214600,NEAR BAY
-122.41,37.75,52,1057,438,837,292,2.4531,0,229000,NEAR BAY
-122.41,37.75,52,1919,438,1483,421,3.4063,0,253900,NEAR BAY
-122.41,37.75,52,1892,438,1442,371,4.2891,0,230000,NEAR BAY
-122.41,37.75,52,1678,438,1220,357,2.5809,0,255300,NEAR BAY
-122.41,37.75,52,2164,438,2034,513,2.0325,0,178100,NEAR BAY
-122.41,37.75,52,2452,438,1932,549,2.3903,0,236100,NEAR BAY
-122.41,37.75,9,1282,438,1176,305,2.6538,0,206300,NEAR BAY
-122.39,37.74,42,4110,438,2147,674,2.5694,0,201000,NEAR BAY
-122.39,37.73,43,4864,438,3134,959,4.3393,0,217300,NEAR BAY
-122.4,37.73,45,3490,438,2337,781,3.4472,0,225400,NEAR BAY
-122.4,37.74,45,2462,438,1587,450,2.59,0,211800,NEAR BAY
-122.38,37.73,18,4037,438,2722,834,1.4282,0,140400,NEAR BAY
-122.38,37.73,15,6804,438,4737,1581,1.4133,0,203400,NEAR BAY
-122.39,37.74,45,1462,438,924,302,2.1767,0,185300,NEAR BAY
-122.38,37.73,20,120,438,55,19,2.625,0,187500,NEAR BAY
-122.38,37.73,40,543,438,259,89,2.2167,0,193800,NEAR BAY
-122.38,37.73,38,1388,438,871,265,2.1667,0,193800,NEAR BAY
-122.39,37.73,46,1517,438,879,309,2.2222,0,195100,NEAR BAY
-122.39,37.73,52,1931,438,1025,293,2.9063,0,192000,NEAR BAY
-122.39,37.73,52,1070,438,567,207,2.8603,0,189000,NEAR BAY
-122.4,37.73,48,1489,438,1115,356,2.6364,0,199300,NEAR BAY
-122.39,37.72,28,1609,438,1064,290,1.1125,0,206300,NEAR BAY
-122.39,37.72,45,2893,438,1923,535,3.6607,0,192300,NEAR BAY
-122.39,37.72,52,135,438,93,26,2.1484,0,181300,NEAR BAY
-122.41,37.75,52,3065,438,1405,606,3.7813,0,275900,NEAR BAY
-122.41,37.74,38,1754,438,928,354,4.1417,0,270800,NEAR BAY
-122.41,37.74,34,1403,438,839,255,4.7031,0,255200,NEAR BAY
-122.41,37.75,52,2524,438,1430,476,3.4073,0,254700,NEAR BAY
-122.41,37.75,52,2515,438,1209,540,3.5912,0,284900,NEAR BAY
-122.41,37.74,48,409,438,148,70,3.6687,0,335000,NEAR BAY
-122.41,37.74,52,831,438,415,159,1.9464,0,249000,NEAR BAY
-122.41,37.74,52,1842,438,1032,357,5.5563,0,250800,NEAR BAY
-122.42,37.74,52,2019,438,999,448,4.2212,0,271300,NEAR BAY
-122.42,37.74,52,1916,438,889,424,4.0391,0,279900,NEAR BAY
-122.42,37.74,52,1674,438,734,335,3.8864,0,281300,NEAR BAY
-122.42,37.74,52,1271,438,1076,324,2.9911,0,263900,NEAR BAY
-122.42,37.75,52,2163,438,1447,546,3.3555,0,275000,NEAR BAY
-122.41,37.74,43,1663,438,935,335,4.1552,0,240900,NEAR BAY
-122.41,37.74,47,1728,438,1178,315,3.2813,0,229600,NEAR BAY
-122.41,37.74,52,2058,438,1208,399,3.6429,0,230000,NEAR BAY
-122.42,37.73,50,3426,438,2261,671,2.888,0,246400,NEAR BAY
-122.42,37.74,52,1651,438,973,366,3.4583,0,240900,NEAR BAY
-122.42,37.74,52,2084,438,1438,516,2.3087,0,258600,NEAR BAY
-122.42,37.74,52,1540,438,1136,363,4.3125,0,243000,NEAR BAY
-122.42,37.73,52,3230,438,1765,611,3.3333,0,292300,NEAR BAY
-122.43,37.73,52,1583,438,935,341,4.6786,0,263200,NEAR BAY
-122.43,37.73,49,1435,438,1008,329,4,0,264000,NEAR BAY
-122.43,37.73,52,1386,438,729,274,3.6694,0,275500,NEAR BAY
-122.43,37.72,48,1289,438,782,235,3.6719,0,259800,NEAR BAY
-122.44,37.72,52,1775,438,1102,367,4.3125,0,267200,NEAR BAY
-122.44,37.73,52,2381,438,1485,447,4.3898,0,270000,NEAR BAY
-122.44,37.73,52,866,438,587,171,5.0224,0,261900,NEAR BAY
-122.42,37.73,46,1819,438,1534,406,4.0132,0,229400,NEAR BAY
-122.42,37.73,35,1871,438,1055,310,4.625,0,279300,NEAR BAY
-122.42,37.73,35,1791,438,988,304,4.5769,0,254500,NEAR BAY
-122.43,37.73,52,1985,438,1337,424,4.1071,0,240900,NEAR BAY
-122.41,37.73,42,2604,438,1703,507,3.4231,0,230200,NEAR BAY
-122.4,37.73,50,1947,438,1170,384,3.4769,0,238700,NEAR BAY
-122.4,37.73,42,1413,438,1027,362,2.3625,0,233000,NEAR BAY
-122.41,37.73,52,1931,438,1092,356,3.7835,0,271300,NEAR BAY
-122.41,37.73,41,2115,438,1168,365,4.0642,0,272500,NEAR BAY
-122.42,37.73,48,1474,438,998,330,4.0781,0,250300,NEAR BAY
-122.4,37.72,47,1465,438,1119,315,4.2672,0,219400,NEAR BAY
-122.4,37.72,37,971,438,647,208,2.1187,0,239300,NEAR BAY
-122.41,37.73,33,2789,438,1682,552,3.8643,0,276200,NEAR BAY
-122.41,37.72,35,2104,438,1225,410,4.8214,0,242900,NEAR BAY
-122.41,37.72,32,1650,438,904,295,4.0583,0,236200,NEAR BAY
-122.42,37.72,37,2638,438,1789,521,4.0071,0,244700,NEAR BAY
-122.43,37.72,50,2912,438,1989,537,3.6667,0,252600,NEAR BAY
-122.43,37.72,49,3427,438,2363,661,3.6885,0,254000,NEAR BAY
-122.43,37.72,52,2206,438,1583,456,3.7105,0,250500,NEAR BAY
-122.44,37.72,52,2890,438,1769,541,3.8274,0,252000,NEAR BAY
-122.43,37.72,52,3351,438,2101,706,3.0107,0,242000,NEAR BAY
-122.43,37.73,52,3602,438,2270,647,3.8934,0,251800,NEAR BAY
-122.43,37.73,52,1494,438,1463,360,3.1786,0,222600,NEAR BAY
-122.44,37.72,49,1557,438,1173,385,3.4605,0,265000,NEAR BAY
-122.44,37.72,48,2675,438,1773,540,3.9565,0,268500,NEAR BAY
-122.45,37.72,52,1729,438,890,300,4.3036,0,261800,NEAR BAY
-122.44,37.72,52,1380,438,847,284,3.7143,0,260000,NEAR BAY
-122.45,37.71,46,2559,438,1562,498,4.3846,0,270600,NEAR OCEAN
-122.45,37.71,52,1658,438,1086,326,3.8583,0,261600,NEAR OCEAN
-122.45,37.71,41,1578,438,1159,299,3.9167,0,243600,NEAR OCEAN
-122.46,37.71,52,1580,438,1425,330,4.0547,0,246200,NEAR OCEAN
-122.46,37.71,47,1527,438,1102,282,4,0,231600,NEAR OCEAN
-122.43,37.71,35,2878,438,1633,528,4.5,0,266900,NEAR BAY
-122.43,37.71,52,1508,438,1138,304,4.0234,0,266500,NEAR BAY
-122.43,37.71,52,1410,438,879,282,3.1908,0,255600,NEAR BAY
-122.44,37.72,52,1507,438,929,281,3.8958,0,247700,NEAR BAY
-122.44,37.71,52,2711,438,1848,524,3.9567,0,251500,NEAR BAY
-122.44,37.71,46,1230,438,895,257,5.3913,0,248900,NEAR BAY
-122.44,37.71,31,2370,438,1524,470,5.0201,0,264100,NEAR BAY
-122.45,37.71,34,3131,438,2204,600,3.5536,0,251000,NEAR OCEAN
-122.4,37.72,40,1948,438,1434,396,3.0313,0,219100,NEAR BAY
-122.4,37.71,40,1883,438,1411,438,3.0469,0,238000,NEAR BAY
-122.41,37.71,47,2289,438,1697,465,3.4773,0,226300,NEAR BAY
-122.41,37.71,28,5015,438,3900,1029,1.2269,0,181900,NEAR BAY
-122.41,37.71,40,2054,438,1738,429,4.9926,0,213900,NEAR BAY
-122.41,37.71,49,1852,438,1615,447,3.495,0,217800,NEAR BAY
-122.4,37.72,41,1975,438,1528,424,3.8625,0,218300,NEAR BAY
-122.4,37.72,47,1167,438,953,253,4.2727,0,241900,NEAR BAY
-122.45,37.77,52,2602,438,1330,647,3.5435,0,278600,NEAR BAY
-122.46,37.76,52,2236,438,1186,532,3.4531,0,414300,NEAR BAY
-122.46,37.77,52,1824,438,799,363,3.75,0,435700,NEAR BAY
-122.46,37.76,52,1817,438,948,380,3.93,0,390000,NEAR BAY
-122.45,37.76,31,5283,438,2659,1269,3.5744,0,500000,NEAR BAY
-122.46,37.76,28,1072,438,363,168,6.1636,0,367700,NEAR BAY
-122.46,37.75,26,2192,438,954,456,4.5352,0,374200,NEAR BAY
-122.47,37.76,52,2941,438,1545,726,2.9899,0,406500,NEAR BAY
-122.47,37.76,52,2680,438,1587,713,2.5933,0,359600,NEAR BAY
-122.47,37.76,49,2842,438,1396,648,3.2679,0,345700,NEAR BAY
-122.47,37.76,52,2465,438,1170,498,4.0793,0,306700,NEAR BAY
-122.47,37.76,48,2064,438,1055,467,2.8711,0,329600,NEAR BAY
-122.47,37.76,40,3525,438,1675,857,3.2083,0,330000,NEAR BAY
-122.47,37.76,52,4001,438,1886,756,3.3239,0,350000,NEAR BAY
-122.47,37.76,39,3200,438,1391,618,3.6346,0,338000,NEAR BAY
-122.47,37.75,45,2399,438,911,423,4.4312,0,361000,NEAR BAY
-122.47,37.75,51,2413,438,1095,437,4.0089,0,357000,NEAR BAY
-122.47,37.75,49,2747,438,1281,448,5.482,0,366300,NEAR BAY
-122.47,37.76,34,2807,438,1152,445,5.1893,0,420300,NEAR BAY
-122.47,37.76,48,2464,438,1179,458,4.4946,0,358600,NEAR BAY
-122.46,37.75,52,1590,438,622,232,5.8151,0,500001,NEAR BAY
-122.46,37.75,52,1207,438,465,162,10.7569,0,500001,NEAR BAY
-122.47,37.75,51,2713,438,1090,401,9.3603,0,500001,NEAR BAY
-122.47,37.75,46,3238,438,1293,470,6.1592,0,381700,NEAR BAY
-122.47,37.75,52,1598,438,689,265,4.6071,0,337400,NEAR BAY
-122.47,37.74,52,1538,438,819,319,4.0846,0,333600,NEAR BAY
-122.45,37.75,36,2303,438,862,371,6.0274,0,349000,NEAR BAY
-122.45,37.75,36,1997,438,772,348,4.95,0,322600,NEAR BAY
-122.45,37.75,35,1363,438,1786,301,3.0804,0,313400,NEAR BAY
-122.46,37.75,52,1849,438,695,258,6.5372,0,394000,NEAR BAY
-122.45,37.74,52,1596,438,642,273,4.375,0,349500,NEAR BAY
-122.46,37.74,51,1905,438,707,284,6.2561,0,431000,NEAR BAY
-122.45,37.74,46,6429,438,2535,1109,5.0887,0,335100,NEAR BAY
-122.44,37.73,43,3700,438,1488,623,5.5622,0,313600,NEAR BAY
-122.45,37.74,38,5688,438,2263,908,6.203,0,346800,NEAR BAY
-122.46,37.74,52,2180,438,856,326,5.3961,0,416900,NEAR BAY
-122.46,37.74,52,2053,438,791,287,10.959,0,500001,NEAR BAY
-122.47,37.74,52,2055,438,735,252,8.1189,0,500001,NEAR BAY
-122.47,37.74,52,3797,438,1633,658,5.6787,0,363600,NEAR BAY
-122.47,37.74,52,3688,438,1605,567,4.9537,0,365600,NEAR BAY
-122.46,37.73,52,2673,438,876,338,7.8476,0,500001,NEAR BAY
-122.46,37.73,52,3547,438,1276,491,8.0069,0,426800,NEAR BAY
-122.46,37.72,52,2951,438,1115,397,6.7228,0,405200,NEAR OCEAN
-122.47,37.73,52,2134,438,936,285,5.9245,0,484600,NEAR OCEAN
-122.47,37.73,52,2151,438,762,274,10.7309,0,500001,NEAR OCEAN
-122.47,37.73,50,1653,438,641,224,10.6605,0,500001,NEAR OCEAN
-122.47,37.72,46,1836,438,767,302,5.9114,0,399000,NEAR OCEAN
-122.46,37.73,52,2401,438,812,328,6.8322,0,394100,NEAR BAY
-122.45,37.73,52,2510,438,1153,407,5.1238,0,335100,NEAR BAY
-122.46,37.73,52,2857,438,1431,496,5.2088,0,344200,NEAR BAY
-122.44,37.73,39,1912,438,970,406,4.7813,0,275500,NEAR BAY
-122.44,37.73,52,2838,438,1411,526,3.8304,0,261400,NEAR BAY
-122.45,37.73,52,1350,438,752,246,3.2448,0,266200,NEAR BAY
-122.45,37.73,52,2035,438,1193,430,5.0634,0,264200,NEAR BAY
-122.44,37.73,46,3581,438,1670,703,4.1932,0,269200,NEAR BAY
-122.45,37.72,52,982,438,653,171,4.2167,0,231900,NEAR BAY
-122.45,37.72,46,1406,438,771,239,4.7143,0,219300,NEAR BAY
-122.45,37.72,47,1773,438,1083,315,4.475,0,221200,NEAR BAY
-122.45,37.72,51,2690,438,1795,539,3.6581,0,225000,NEAR BAY
-122.46,37.72,47,1723,438,1216,399,3.3208,0,238600,NEAR OCEAN
-122.46,37.72,49,1207,438,658,220,4.0859,0,228600,NEAR OCEAN
-122.46,37.72,48,1690,438,962,317,3.2875,0,221500,NEAR OCEAN
-122.46,37.72,45,2399,438,1225,399,4.0855,0,244100,NEAR OCEAN
-122.46,37.72,39,2254,438,1388,404,2.9688,0,232000,NEAR OCEAN
-122.47,37.71,44,2547,438,1577,516,4.1939,0,237900,NEAR OCEAN
-122.47,37.71,42,1961,438,1211,409,3.5156,0,239400,NEAR OCEAN
-122.47,37.72,43,968,438,434,162,2.5333,0,239300,NEAR OCEAN
-122.47,37.72,46,1453,438,817,310,3,0,246700,NEAR OCEAN
-122.47,37.72,49,1690,438,770,294,4.5913,0,259700,NEAR OCEAN
-122.45,37.72,45,964,438,613,201,2.9119,0,228900,NEAR BAY
-122.45,37.71,45,2253,438,1382,392,4.2562,0,221600,NEAR OCEAN
-122.46,37.71,52,1642,438,1138,340,4.1406,0,219500,NEAR OCEAN
-122.46,37.71,49,1711,438,1138,325,2.875,0,225000,NEAR OCEAN
-122.46,37.72,37,1833,438,1093,363,3.0703,0,211800,NEAR OCEAN
-122.48,37.76,48,2660,438,1491,602,3.9758,0,348600,NEAR BAY
-122.48,37.76,48,2304,438,1273,512,3.275,0,332100,NEAR BAY
-122.48,37.76,52,2684,438,1395,549,3.9097,0,323800,NEAR BAY
-122.48,37.76,50,2236,438,1171,467,4.0977,0,322100,NEAR BAY
-122.48,37.76,52,1845,438,1015,337,4.1397,0,331300,NEAR BAY
-122.48,37.76,52,3260,438,1594,632,4.4094,0,336100,NEAR BAY
-122.49,37.76,52,1382,438,708,279,5.8096,0,339800,NEAR BAY
-122.49,37.76,52,2564,438,1092,459,3.5302,0,329600,NEAR BAY
-122.49,37.76,52,2245,438,1091,409,3.5909,0,331200,NEAR BAY
-122.49,37.76,52,1792,438,782,287,4.0391,0,332700,NEAR BAY
-122.49,37.76,48,1351,438,650,265,3.5278,0,339800,NEAR BAY
-122.49,37.76,49,1724,438,795,297,4.3977,0,353600,NEAR BAY
-122.49,37.76,49,1637,438,729,281,4.3281,0,323100,NEAR BAY
-122.48,37.75,51,2095,438,1126,429,4.4,0,318400,NEAR BAY
-122.48,37.75,52,2515,438,1583,477,4.3393,0,317600,NEAR BAY
-122.48,37.74,52,2453,438,1056,453,3.6859,0,311800,NEAR OCEAN
-122.48,37.75,49,2203,438,1052,405,4.4375,0,329200,NEAR BAY
-122.48,37.75,48,2555,438,1285,482,3.7734,0,314700,NEAR BAY
-122.48,37.75,52,2074,438,1136,409,4.7703,0,331000,NEAR BAY
-122.49,37.75,48,2181,438,1041,379,3.7361,0,320200,NEAR OCEAN
-122.49,37.75,47,2140,438,1105,401,3.7054,0,308500,NEAR OCEAN
-122.49,37.75,45,2341,438,1092,438,4.8036,0,297800,NEAR OCEAN
-122.49,37.75,43,2044,438,979,378,3.9205,0,319100,NEAR OCEAN
-122.49,37.75,48,2387,438,1041,408,3.7562,0,321200,NEAR OCEAN
-122.49,37.75,52,2226,438,1177,416,4.8516,0,323800,NEAR OCEAN
-122.49,37.74,52,2189,438,1147,420,3.4583,0,321300,NEAR OCEAN
-122.48,37.74,52,2285,438,1211,442,4.0208,0,323100,NEAR OCEAN
-122.48,37.74,52,2166,438,1072,370,4.131,0,314300,NEAR OCEAN
-122.48,37.74,52,2841,438,1372,517,3.9236,0,335000,NEAR OCEAN
-122.49,37.73,48,1190,438,497,199,6.2642,0,438500,NEAR OCEAN
-122.49,37.74,48,1186,438,487,207,3.8333,0,340800,NEAR OCEAN
-122.49,37.74,52,2442,438,1188,436,4.3909,0,317700,NEAR OCEAN
-122.49,37.74,52,2302,438,1154,424,4.5744,0,315200,NEAR OCEAN
-122.48,37.73,52,1597,438,566,231,5.1681,0,500001,NEAR OCEAN
-122.48,37.73,47,2382,438,867,376,5.2598,0,371500,NEAR OCEAN
-122.49,37.73,39,1937,438,742,307,5.1991,0,369400,NEAR OCEAN
-122.49,37.73,37,1399,438,530,235,3.9219,0,433300,NEAR OCEAN
-122.49,37.73,36,1821,438,742,298,5.6204,0,406200,NEAR OCEAN
-122.48,37.73,38,3195,438,2410,778,3.1359,0,350000,NEAR OCEAN
-122.47,37.72,47,1176,438,564,258,3.2059,0,350000,NEAR OCEAN
-122.48,37.71,43,3850,438,1497,829,3.5296,0,400000,NEAR OCEAN
-122.48,37.72,45,1405,438,733,342,4.1116,0,187500,NEAR OCEAN
-122.48,37.72,46,2403,438,1281,603,3.2321,0,112500,NEAR OCEAN
-122.5,37.76,52,2018,438,1142,463,3.7083,0,307700,NEAR OCEAN
-122.5,37.76,43,2108,438,1299,447,3.1406,0,316200,NEAR OCEAN
-122.5,37.76,50,1993,438,1009,374,3.9464,0,295600,NEAR OCEAN
-122.5,37.76,48,1408,438,891,269,3.8333,0,296300,NEAR OCEAN
-122.5,37.76,46,1491,438,841,306,4.5329,0,278800,NEAR OCEAN
-122.5,37.75,45,1672,438,838,314,4.1419,0,291500,NEAR OCEAN
-122.5,37.75,43,2373,438,1247,454,4.0985,0,283200,NEAR OCEAN
-122.51,37.76,43,2345,438,1439,614,2.8448,0,268900,NEAR OCEAN
-122.51,37.76,43,2527,438,1332,558,3.0465,0,274200,NEAR OCEAN
-122.51,37.76,40,2320,438,1499,521,3.2792,0,260800,NEAR OCEAN
-122.5,37.76,46,2226,438,1272,468,4.2644,0,284100,NEAR OCEAN
-122.5,37.76,45,1673,438,1078,393,3.3393,0,272300,NEAR OCEAN
-122.5,37.75,45,1620,438,941,328,4.3859,0,270200,NEAR OCEAN
-122.5,37.75,44,1819,438,1137,354,3.4919,0,271800,NEAR OCEAN
-122.54,37.76,45,1592,438,920,322,3.96,0,272200,NEAR OCEAN
-122.5,37.75,44,1739,438,872,330,2.9632,0,286300,NEAR OCEAN
-122.5,37.74,40,2310,438,1266,490,3.7969,0,297800,NEAR OCEAN
-122.5,37.74,45,1771,438,1098,342,3.7552,0,296600,NEAR OCEAN
-122.49,37.74,44,1472,438,820,310,5.6826,0,300000,NEAR OCEAN
-122.5,37.74,44,2374,438,1087,426,3.5,0,275700,NEAR OCEAN
-122.5,37.74,44,2527,438,1434,444,3.875,0,275700,NEAR OCEAN
-122.5,37.75,46,2298,438,1429,477,4.0217,0,272400,NEAR OCEAN
-122.5,37.74,44,2792,438,1640,579,4.0625,0,272800,NEAR OCEAN
-122.5,37.74,42,1667,438,1041,387,3.9583,0,273700,NEAR OCEAN
-122.5,37.74,44,2082,438,1154,403,4.3611,0,268100,NEAR OCEAN
-122.54,37.74,42,2006,438,1230,435,4.1786,0,271100,NEAR OCEAN
-122.46,37.79,52,2005,438,847,356,4.1029,0,500001,NEAR BAY
-122.46,37.78,52,2165,438,1067,530,2.9293,0,350000,NEAR BAY
-122.46,37.78,52,2594,438,1421,593,3.0265,0,350000,NEAR BAY
-122.46,37.79,52,2059,438,999,402,3.7419,0,500001,NEAR BAY
-122.46,37.78,52,3429,438,1584,696,3.7887,0,500001,NEAR BAY
-122.47,37.78,51,1485,438,880,385,2.7431,0,307100,NEAR BAY
-122.47,37.78,52,2635,438,1302,577,3.7292,0,416700,NEAR BAY
-122.47,37.79,52,2844,438,1380,596,4.75,0,500001,NEAR BAY
-122.47,37.79,52,437,438,194,87,2.8125,0,500001,NEAR BAY
-122.47,37.79,52,2383,438,990,464,3.9688,0,483300,NEAR BAY
-122.47,37.78,52,2388,438,1078,494,3.5221,0,443300,NEAR BAY
-122.47,37.78,52,1941,438,955,425,4.1339,0,396400,NEAR BAY
-122.48,37.78,48,2835,438,1674,684,3.129,0,375000,NEAR BAY
-122.48,37.79,52,4683,438,2246,975,4.1148,0,457800,NEAR BAY
-122.48,37.78,44,3371,438,1738,753,3.1653,0,335300,NEAR BAY
-122.49,37.78,32,3028,438,1704,718,3.2028,0,322900,NEAR BAY
-122.49,37.78,46,3304,438,1783,777,3.6148,0,352200,NEAR BAY
-122.48,37.79,52,1647,438,546,227,9.1881,0,500001,NEAR BAY
